"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","1994","1994","PER","Persons","3","Thousands",,,995,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","1995","1995","PER","Persons","3","Thousands",,,1003,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","1996","1996","PER","Persons","3","Thousands",,,1011,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","1997","1997","PER","Persons","3","Thousands",,,1027,"B","Break"
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","1998","1998","PER","Persons","3","Thousands",,,1039.3,"B","Break"
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","1999","1999","PER","Persons","3","Thousands",,,1090.375,"B","Break"
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2000","2000","PER","Persons","3","Thousands",,,1107.75,"B","Break"
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2001","2001","PER","Persons","3","Thousands",,,1127.125,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2002","2002","PER","Persons","3","Thousands",,,1143.7,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2003","2003","PER","Persons","3","Thousands",,,1137.5,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2004","2004","PER","Persons","3","Thousands",,,1135.875,"B","Break"
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2005","2005","PER","Persons","3","Thousands",,,1157.95,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2006","2006","PER","Persons","3","Thousands",,,1177.55,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2007","2007","PER","Persons","3","Thousands",,,1202.125,"B","Break"
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2008","2008","PER","Persons","3","Thousands",,,1216.175,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2009","2009","PER","Persons","3","Thousands",,,1202.4,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1188.425,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1195.825,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1206.075,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1195.425,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1193.25,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1188.075,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1181.6,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1191,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2018","2018","PER","Persons","3","Thousands",,,1223.175,,
"FIN","Finland","YGFE08L1_ST","Employment females","A","Annual","2019","2019","PER","Persons","3","Thousands",,,1238.95,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1978","1978","PC","Percentage","0","Units",,,47.26027,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1979","1979","PC","Percentage","0","Units",,,47.10596,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1980","1980","PC","Percentage","0","Units",,,46.93702,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1981","1981","PC","Percentage","0","Units",,,47.33248,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1982","1982","PC","Percentage","0","Units",,,47.69751,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1983","1983","PC","Percentage","0","Units",,,47.94118,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1984","1984","PC","Percentage","0","Units",,,47.89846,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1985","1985","PC","Percentage","0","Units",,,48.29007,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1986","1986","PC","Percentage","0","Units",,,48.24453,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1987","1987","PC","Percentage","0","Units",,,48.19727,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1988","1988","PC","Percentage","0","Units",,,48.18182,"B","Break"
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1989","1989","PC","Percentage","0","Units",,,47.915,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1990","1990","PC","Percentage","0","Units",,,47.97433,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1991","1991","PC","Percentage","0","Units",,,48.66808,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1992","1992","PC","Percentage","0","Units",,,48.99818,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1993","1993","PC","Percentage","0","Units",,,48.9083,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1994","1994","PC","Percentage","0","Units",,,48.65526,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1995","1995","PC","Percentage","0","Units",,,47.99043,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1996","1996","PC","Percentage","0","Units",,,47.71119,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1997","1997","PC","Percentage","0","Units",,,47.50231,"B","Break"
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1998","1998","PC","Percentage","0","Units",,,47.16694,"B","Break"
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1999","1999","PC","Percentage","0","Units",,,47.49175,"B","Break"
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2000","2000","PC","Percentage","0","Units",,,47.43248,"B","Break"
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2001","2001","PC","Percentage","0","Units",,,47.61779,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2002","2002","PC","Percentage","0","Units",,,48.20958,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2003","2003","PC","Percentage","0","Units",,,48.09878,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2004","2004","PC","Percentage","0","Units",,,48.03565,"B","Break"
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,48.23134,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,48.19161,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,48.24663,"B","Break"
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,48.05354,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,48.93225,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,48.55719,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,48.34204,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,48.5689,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,48.65929,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,48.75881,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,48.75554,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,48.266,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,48.15623,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,48.15792,,
"FIN","Finland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,48.29085,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1978","1978","PER","Persons","3","Thousands",,,1155,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1979","1979","PER","Persons","3","Thousands",,,1188,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1980","1980","PER","Persons","3","Thousands",,,1230,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1981","1981","PER","Persons","3","Thousands",,,1234,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1982","1982","PER","Persons","3","Thousands",,,1238,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1983","1983","PER","Persons","3","Thousands",,,1239,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1984","1984","PER","Persons","3","Thousands",,,1252,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1985","1985","PER","Persons","3","Thousands",,,1255,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1986","1986","PER","Persons","3","Thousands",,,1253,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1987","1987","PER","Persons","3","Thousands",,,1250,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1988","1988","PER","Persons","3","Thousands",,,1254,"B","Break"
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1989","1989","PER","Persons","3","Thousands",,,1299,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1990","1990","PER","Persons","3","Thousands",,,1298,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1991","1991","PER","Persons","3","Thousands",,,1214,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1992","1992","PER","Persons","3","Thousands",,,1120,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1993","1993","PER","Persons","3","Thousands",,,1053,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1994","1994","PER","Persons","3","Thousands",,,1050,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1995","1995","PER","Persons","3","Thousands",,,1088,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1996","1996","PER","Persons","3","Thousands",,,1108,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1997","1997","PER","Persons","3","Thousands",,,1135,"B","Break"
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1998","1998","PER","Persons","3","Thousands",,,1164.125,"B","Break"
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","1999","1999","PER","Persons","3","Thousands",,,1205.575,"B","Break"
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2000","2000","PER","Persons","3","Thousands",,,1227.675,"B","Break"
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2001","2001","PER","Persons","3","Thousands",,,1239.925,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2002","2002","PER","Persons","3","Thousands",,,1228.6,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2003","2003","PER","Persons","3","Thousands",,,1227.4,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2004","2004","PER","Persons","3","Thousands",,,1228.75,"B","Break"
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2005","2005","PER","Persons","3","Thousands",,,1242.9,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2006","2006","PER","Persons","3","Thousands",,,1265.925,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2007","2007","PER","Persons","3","Thousands",,,1289.5,"B","Break"
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,1314.725,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,1254.875,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1259.075,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1277.825,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1277.15,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1261.275,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1253.95,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1248.725,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1266.525,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1282.175,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,1316.75,,
"FIN","Finland","YGMA08L1_ST","Employment males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,1326.625,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1978","1978","PC","Percentage","0","Units",,,52.73973,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1979","1979","PC","Percentage","0","Units",,,52.89404,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1980","1980","PC","Percentage","0","Units",,,53.06298,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1981","1981","PC","Percentage","0","Units",,,52.66752,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1982","1982","PC","Percentage","0","Units",,,52.30249,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1983","1983","PC","Percentage","0","Units",,,52.05882,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1984","1984","PC","Percentage","0","Units",,,52.10154,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1985","1985","PC","Percentage","0","Units",,,51.70993,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1986","1986","PC","Percentage","0","Units",,,51.75547,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1987","1987","PC","Percentage","0","Units",,,51.80273,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1988","1988","PC","Percentage","0","Units",,,51.81818,"B","Break"
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1989","1989","PC","Percentage","0","Units",,,52.085,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1990","1990","PC","Percentage","0","Units",,,52.06578,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1991","1991","PC","Percentage","0","Units",,,51.33192,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1992","1992","PC","Percentage","0","Units",,,51.00182,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1993","1993","PC","Percentage","0","Units",,,51.0917,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1994","1994","PC","Percentage","0","Units",,,51.34474,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1995","1995","PC","Percentage","0","Units",,,52.05742,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1996","1996","PC","Percentage","0","Units",,,52.28881,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1997","1997","PC","Percentage","0","Units",,,52.49769,"B","Break"
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1998","1998","PC","Percentage","0","Units",,,52.83192,"B","Break"
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1999","1999","PC","Percentage","0","Units",,,52.50934,"B","Break"
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2000","2000","PC","Percentage","0","Units",,,52.56752,"B","Break"
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2001","2001","PC","Percentage","0","Units",,,52.38327,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2002","2002","PC","Percentage","0","Units",,,51.78831,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2003","2003","PC","Percentage","0","Units",,,51.90017,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2004","2004","PC","Percentage","0","Units",,,51.96329,"B","Break"
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,51.7697,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,51.80839,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,51.75337,"B","Break"
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,51.94745,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,51.06775,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,51.44384,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,51.65695,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,51.4311,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,51.33969,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,51.23915,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,51.24446,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,51.73502,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,51.84275,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,51.84208,,
"FIN","Finland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,51.70818,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","1998","1998","PER","Persons","3","Thousands",,,143.825,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","1999","1999","PER","Persons","3","Thousands",,,142.2,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2000","2000","PER","Persons","3","Thousands",,,139.925,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2001","2001","PER","Persons","3","Thousands",,,132.575,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2002","2002","PER","Persons","3","Thousands",,,124.575,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2003","2003","PER","Persons","3","Thousands",,,119,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2004","2004","PER","Persons","3","Thousands",,,114.625,"B","Break"
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2005","2005","PER","Persons","3","Thousands",,,113.75,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2006","2006","PER","Persons","3","Thousands",,,112.275,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2007","2007","PER","Persons","3","Thousands",,,111.075,"B","Break"
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2008","2008","PER","Persons","3","Thousands",,,113.9,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2009","2009","PER","Persons","3","Thousands",,,113.275,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2010","2010","PER","Persons","3","Thousands",,,108.125,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2011","2011","PER","Persons","3","Thousands",,,104.2,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2012","2012","PER","Persons","3","Thousands",,,102.85,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2013","2013","PER","Persons","3","Thousands",,,101.075,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2014","2014","PER","Persons","3","Thousands",,,103.675,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2015","2015","PER","Persons","3","Thousands",,,102.55,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2016","2016","PER","Persons","3","Thousands",,,94.3,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2017","2017","PER","Persons","3","Thousands",,,92.9,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2018","2018","PER","Persons","3","Thousands",,,94.025,,
"FIN","Finland","YGTT09L1_ST","Employment in agriculture","A","Annual","2019","2019","PER","Persons","3","Thousands",,,96.675,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1998","1998","PC","Percentage","0","Units",,,6.527264,"B","Break"
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1999","1999","PC","Percentage","0","Units",,,6.193582,"B","Break"
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2000","2000","PC","Percentage","0","Units",,,5.991415,"B","Break"
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2001","2001","PC","Percentage","0","Units",,,5.600913,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2002","2002","PC","Percentage","0","Units",,,5.251122,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2003","2003","PC","Percentage","0","Units",,,5.031872,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.84744,"B","Break"
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,4.737955,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.594891,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.457934,"B","Break"
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.50042,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,4.609781,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,4.417819,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.212356,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,4.141791,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,4.114217,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,4.236388,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,4.208388,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.851967,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.756267,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.701881,,
"FIN","Finland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.768124,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","1998","1998","PER","Persons","3","Thousands",,,610.325,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","1999","1999","PER","Persons","3","Thousands",,,636.575,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2000","2000","PER","Persons","3","Thousands",,,642.5,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2001","2001","PER","Persons","3","Thousands",,,642.025,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2002","2002","PER","Persons","3","Thousands",,,639.225,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2003","2003","PER","Persons","3","Thousands",,,620.4,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2004","2004","PER","Persons","3","Thousands",,,606.45,"B","Break"
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2005","2005","PER","Persons","3","Thousands",,,618.15,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2006","2006","PER","Persons","3","Thousands",,,625.75,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2007","2007","PER","Persons","3","Thousands",,,639.25,"B","Break"
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2008","2008","PER","Persons","3","Thousands",,,633.525,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2009","2009","PER","Persons","3","Thousands",,,586.125,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2010","2010","PER","Persons","3","Thousands",,,567.575,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2011","2011","PER","Persons","3","Thousands",,,566.275,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2012","2012","PER","Persons","3","Thousands",,,563.375,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2013","2013","PER","Persons","3","Thousands",,,558.875,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2014","2014","PER","Persons","3","Thousands",,,533.35,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2015","2015","PER","Persons","3","Thousands",,,526.95,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2016","2016","PER","Persons","3","Thousands",,,540.575,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2017","2017","PER","Persons","3","Thousands",,,546.875,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2018","2018","PER","Persons","3","Thousands",,,565.7,,
"FIN","Finland","YGTT10L1_ST","Employment in industry","A","Annual","2019","2019","PER","Persons","3","Thousands",,,553.575,,
